     0.00003185      0.00000000      0.00000000      0.00000000                3.60766836
     0.00029268      0.00000000      0.00000000      0.00000000                3.60766331
     0.00107107      0.00000000      0.00000000      0.00000000                3.60759997
     0.00268860      0.00000000      0.00000000      0.00000000                3.60723728
     0.00548931      0.00000000      0.00000000      0.00000002                3.60587422
     0.00983453      0.00000000      0.00000000      0.00000008                3.60193756
     0.01609960      0.00000000      0.00000000      0.00000030                3.59249150
     0.02467173      0.00000000      0.00000000      0.00000096                3.57292050
     0.03594827      0.00000000      0.00000000      0.00000263                3.53741857
     0.05033550      0.00000000      0.00000000      0.00000650                3.48128103
     0.06824771      0.00000000      0.00000000      0.00001473                3.40514340
     0.09010646      0.00000000      0.00000000      0.00003106                3.31737432
    -0.00003185      0.00000000      0.00000000      0.00000000                3.60766836
    -0.00029268      0.00000000      0.00000000      0.00000000                3.60766331
    -0.00107107      0.00000000      0.00000000      0.00000000                3.60759997
    -0.00268860      0.00000000      0.00000000      0.00000000                3.60723728
    -0.00548931      0.00000000      0.00000000      0.00000002                3.60587422
    -0.00983453      0.00000000      0.00000000      0.00000008                3.60193756
    -0.01609960      0.00000000      0.00000000      0.00000030                3.59249150
    -0.02467173      0.00000000      0.00000000      0.00000096                3.57292050
    -0.03594827      0.00000000      0.00000000      0.00000263                3.53741857
    -0.05033550      0.00000000      0.00000000      0.00000650                3.48128103
    -0.06824771      0.00000000      0.00000000      0.00001473                3.40514340
    -0.09010646      0.00000000      0.00000000      0.00003106                3.31737432
     0.00000000      0.00003185      0.00000000      0.00000000                3.60766836
     0.00000000      0.00029268      0.00000000      0.00000000                3.60766331
     0.00000000      0.00107107      0.00000000      0.00000000                3.60759997
     0.00000000      0.00268860      0.00000000      0.00000000                3.60723728
     0.00000000      0.00548931      0.00000000      0.00000002                3.60587422
     0.00000000      0.00983453      0.00000000      0.00000008                3.60193756
     0.00000000      0.01609960      0.00000000      0.00000030                3.59249150
     0.00000000      0.02467173      0.00000000      0.00000096                3.57292050
     0.00000000      0.03594827      0.00000000      0.00000263                3.53741857
     0.00000000      0.05033550      0.00000000      0.00000650                3.48128103
     0.00000000      0.06824771      0.00000000      0.00001473                3.40514340
     0.00000000      0.09010646      0.00000000      0.00003106                3.31737432
     0.00000000     -0.00003185      0.00000000      0.00000000                3.60766836
     0.00000000     -0.00029268      0.00000000      0.00000000                3.60766331
     0.00000000     -0.00107107      0.00000000      0.00000000                3.60759997
     0.00000000     -0.00268860      0.00000000      0.00000000                3.60723728
     0.00000000     -0.00548931      0.00000000      0.00000002                3.60587422
     0.00000000     -0.00983453      0.00000000      0.00000008                3.60193756
     0.00000000     -0.01609960      0.00000000      0.00000030                3.59249150
     0.00000000     -0.02467173      0.00000000      0.00000096                3.57292050
     0.00000000     -0.03594827      0.00000000      0.00000263                3.53741857
     0.00000000     -0.05033550      0.00000000      0.00000650                3.48128103
     0.00000000     -0.06824771      0.00000000      0.00001473                3.40514340
     0.00000000     -0.09010646      0.00000000      0.00003106                3.31737432
     0.00000000      0.00000000      0.00003185      0.00000000                3.60766836
     0.00000000      0.00000000      0.00029268      0.00000000                3.60766331
     0.00000000      0.00000000      0.00107107      0.00000000                3.60759997
     0.00000000      0.00000000      0.00268860      0.00000000                3.60723728
     0.00000000      0.00000000      0.00548931      0.00000002                3.60587422
     0.00000000      0.00000000      0.00983453      0.00000008                3.60193756
     0.00000000      0.00000000      0.01609960      0.00000030                3.59249150
     0.00000000      0.00000000      0.02467173      0.00000096                3.57292050
     0.00000000      0.00000000      0.03594827      0.00000263                3.53741857
     0.00000000      0.00000000      0.05033550      0.00000650                3.48128103
     0.00000000      0.00000000      0.06824771      0.00001473                3.40514340
     0.00000000      0.00000000      0.09010646      0.00003106                3.31737432
     0.00000000      0.00000000     -0.00003185      0.00000000                3.60766836
     0.00000000      0.00000000     -0.00029268      0.00000000                3.60766331
     0.00000000      0.00000000     -0.00107107      0.00000000                3.60759997
     0.00000000      0.00000000     -0.00268860      0.00000000                3.60723728
     0.00000000      0.00000000     -0.00548931      0.00000002                3.60587422
     0.00000000      0.00000000     -0.00983453      0.00000008                3.60193756
     0.00000000      0.00000000     -0.01609960      0.00000030                3.59249150
     0.00000000      0.00000000     -0.02467173      0.00000096                3.57292050
     0.00000000      0.00000000     -0.03594827      0.00000263                3.53741857
     0.00000000      0.00000000     -0.05033550      0.00000650                3.48128103
     0.00000000      0.00000000     -0.06824771      0.00001473                3.40514340
     0.00000000      0.00000000     -0.09010646      0.00003106                3.31737432
     0.00000000      0.00002252      0.00002252      0.00000000                3.60766836
     0.00000000      0.00020696      0.00020696      0.00000000                3.60766331
     0.00000000      0.00075736      0.00075736      0.00000000                3.60759997
     0.00000000      0.00190113      0.00190113      0.00000000                3.60723728
     0.00000000      0.00388153      0.00388153      0.00000003                3.60587422
     0.00000000      0.00695406      0.00695406      0.00000014                3.60193756
     0.00000000      0.01138414      0.01138414      0.00000054                3.59249150
     0.00000000      0.01744555      0.01744555      0.00000170                3.57292050
     0.00000000      0.02541926      0.02541926      0.00000468                3.53741857
     0.00000000      0.03559257      0.03559257      0.00001156                3.48128103
     0.00000000      0.04825842      0.04825842      0.00002618                3.40514340
     0.00000000      0.06371489      0.06371489      0.00005522                3.31737432
     0.00000000     -0.00002252      0.00002252      0.00000000                3.60766836
     0.00000000     -0.00020696      0.00020696      0.00000000                3.60766331
     0.00000000     -0.00075736      0.00075736      0.00000000                3.60759997
     0.00000000     -0.00190113      0.00190113      0.00000000                3.60723728
     0.00000000     -0.00388153      0.00388153      0.00000003                3.60587422
     0.00000000     -0.00695406      0.00695406      0.00000014                3.60193756
     0.00000000     -0.01138414      0.01138414      0.00000054                3.59249150
     0.00000000     -0.01744555      0.01744555      0.00000170                3.57292050
